"","State","State_Abbr","Office","District","Special","Dem_Name","Rep_Name","Dem_Gender","Rep_Gender","Dem_Incumbent","Rep_Incumbent","Rep_Election_Denier","Dem_Fundraised","Rep_Fundraised","Open.Num","Dem_Man_Rep_Man","Dem_Woman_Rep_Man","Dem_Man_Rep_Woman","Dem_Woman_Rep_Woman","Fundraising_Prop","Dem_Margin_2020"
"142","Mississippi","MS","Representative","3",0,"Shuwaski A. Young","Michael Guest",1,1,0,1,0,25300,209944,0,1,0,0,0,0.107547907704341,-24.3268235696541
"143","Mississippi","MS","Representative","4",0,"Johnny L. DuPree ","Mike Ezell",1,1,0,0,0,40509,375510,1,1,0,0,0,0.0973729565236203,-37.9864588546034
"144","Montana","MT","Representative","1",0,"Monica Tranel","Ryan K. Zinke",0,1,0,0,0,1595998,1882284,1,0,1,0,0,0.458846637506677,-6.87589032182666
"145","Montana","MT","Representative","2",0,"Penny Ronning","Matt Rosendale",0,1,0,1,1,62428,455588,0,0,1,0,0,0.120513652087966,-26.8418100550096
"146","Iowa","IA","Senator","0",0,"Michael Franken","Chuck Grassley",1,1,0,1,0,3413950,1782203,0,1,0,0,0,0.657014910838846,-8.19760939776009
"147","Iowa","IA","Representative","1",0,"Christina Bohannan","Mariannette Miller-Meeks",0,0,0,1,0,1342708,1127185,0,0,0,0,1,0.543630027697556,-2.88325413845787
"148","Iowa","IA","Representative","2",0,"Liz Mathis","Ashley Hinson",0,0,0,1,0,1803166,1702432,0,0,0,0,1,0.514367591492236,-4.38883019006908
"149","Iowa","IA","Representative","3",0,"Cindy Axne","Zach Nunn",0,1,1,0,0,2064020,1004919,0,0,1,0,0,0.672551653845189,-0.344731800084042
"150","Iowa","IA","Representative","4",0,"Ryan Melton","Randy Feenstra",1,1,0,1,0,12602,464065,0,1,0,0,0,0.0264377437498295,-25.970603764781
"151","New Jersey","NJ","Representative","1",0,"Donald W. Norcross","Claire Gustafson",1,0,1,0,0,339576,0,0,0,0,1,0,1,24.4445217581467
"152","New Jersey","NJ","Representative","2",0,"Tim Alexander","Jeff Van Drew",1,1,0,1,0,165120,621328,0,1,0,0,0,0.209956665920697,-5.02282659828843
"153","New Jersey","NJ","Representative","3",0,"Andy Kim","Bob Healey",1,1,1,0,0,2202438,607764,0,1,0,0,0,0.78372942585622,14.1135101144817
"154","New Jersey","NJ","Representative","4",0,"Matthew Jenkins","Christopher H. Smith",1,1,0,1,0,19345,285020,0,1,0,0,0,0.0635585563386066,-22.4750041970565
"155","New Jersey","NJ","Representative","5",0,"Josh Gottheimer","Frank T. Pallotta",1,1,1,0,0,2563606,345236,0,1,0,0,0,0.881314970012122,12.3985553824029
"156","New Jersey","NJ","Representative","6",0,"Frank Pallone Jr.","Susan M. Kiley",1,0,1,0,0,532442,116861,0,0,0,1,0,0.820020853130203,19.6881219975756
"157","New Jersey","NJ","Representative","7",0,"Tom Malinowski","Thomas H. Kean Jr.",1,1,1,0,0,3445039,1710273,0,1,0,0,0,0.66825034061954,3.65911196142426
"158","New Jersey","NJ","Representative","8",0,"Robert J. Menendez","Marcos Arroyo",1,1,0,0,0,215876,0,1,1,0,0,0,1,44.7512199190891
"159","New Jersey","NJ","Representative","9",0,"Bill Pascrell Jr.","Billy Prempeh",1,1,1,0,0,262704,88506,0,1,0,0,0,0.747996924916717,19.0181244424408
"160","New Jersey","NJ","Representative","10",0,"Donald M. Payne Jr.","David H. Pinckney",1,1,1,0,0,82700,0,0,1,0,0,0,1,62.5163387510693
"161","New Jersey","NJ","Representative","11",0,"Mikie Sherrill","Paul DeGroot",0,1,1,0,0,1746788,169354,0,0,1,0,0,0.911617197472839,16.82204281883
"162","New Jersey","NJ","Representative","12",0,"Bonnie Watson Coleman","Darius Mayfield",0,1,1,0,1,145386,67335,0,0,1,0,0,0.683458614805308,34.342166853714
"163","California","CA","Senator","0",0,"Alex Padilla","Mark P. Meuser",1,1,1,0,0,3168817,297914,0,1,0,0,0,0.914064863988582,29.1709864400076
"164","California","CA","Representative","1",0,"Max Steiner","Doug LaMalfa",1,1,0,1,1,219355,233989,0,1,0,0,0,0.48385993858968,-18.9955636870435
"165","California","CA","Representative","2",0,"Jared Huffman","Douglas Brower",1,1,1,0,0,151664,5907,0,1,0,0,0,0.962512137385686,49.4775730592526
"166","California","CA","Representative","3",0,"Kermit Jones","Kevin Kiley",1,1,0,0,0,1332081,1169273,1,1,0,0,0,0.532543974183582,-1.78393822673104
"167","California","CA","Representative","4",0,"Mike Thompson","Matt Brock",1,1,1,0,0,326121,2250,0,1,0,0,0,0.993147994189499,36.564063018775
"168","California","CA","Representative","5",0,"Michael J. ""Mike"" Barkley","Tom McClintock",1,1,0,1,0,13361,407887,0,1,0,0,0,0.0317176580066849,-12.3344193263517
"169","California","CA","Representative","6",0,"Ami Bera","Tamika Hamilton",1,0,1,0,0,227107,303264,0,0,0,1,0,0.428204030763371,18.4236583272823
"170","California","CA","Representative","7",0,"Doris Matsui","Max Semenenko",0,1,1,0,0,138764,4152,0,0,1,0,0,0.970947969436592,37.171418975057
"171","California","CA","Representative","8",0,"John Garamendi","Rudy Recile",1,1,1,0,0,257746,6105,0,1,0,0,0,0.976861941019742,54.0001680415996
"172","California","CA","Representative","9",0,"Josh Harder","Tom Patti",1,1,1,0,0,2133008,603806,0,1,0,0,0,0.779376311287504,12.6099675921871
"173","California","CA","Representative","11",0,"Nancy Pelosi","John Dennis",0,1,1,0,1,15995076,142742,0,0,1,0,0,0.991154814114275,74.5543674278022
"174","California","CA","Representative","12",0,"Barbara Lee","Stephen Slauson",0,1,1,0,0,578965,0,0,0,1,0,0,1,80.7079189086363
"175","California","CA","Representative","13",0,"Adam Gray","John Duarte",1,1,0,0,0,839944,1046342,1,1,0,0,0,0.445289844700114,10.8352603909545
"176","California","CA","Representative","14",0,"Eric Swalwell","Alison Hayden",1,0,1,0,1,1196979,0,0,0,0,1,0,1,45.4590576655125
"177","California","CA","Representative","17",0,"Ro Khanna","Ritesh Tandon",1,1,1,0,0,1940962,55536,0,1,0,0,0,0.972183292945948,47.4187500828067
"178","California","CA","Representative","18",0,"Zoe Lofgren","Peter Hernandez",0,1,1,0,0,276598,118242,0,0,1,0,0,0.70053186100699,44.0465315709998
"179","California","CA","Representative","19",0,"Jimmy Panetta","Jeff Gorman",1,1,1,0,0,502485,18585,0,1,0,0,0,0.964333007081582,39.5917288602451
"180","California","CA","Representative","20",0,"Marisa Wood","Kevin McCarthy",0,1,0,1,1,215234,11289364,0,0,1,0,0,0.0187085198457173,-24.8925822343468
"181","California","CA","Representative","21",0,"Jim Costa","Michael Maher",1,1,1,0,0,596214,153670,0,1,0,0,0,0.795074971595607,20.2727601315314
"182","California","CA","Representative","22",0,"Rudy Salas","David G. Valadao",1,1,0,1,0,1218515,754599,0,1,0,0,0,0.617559350346711,12.8927744375279
"183","California","CA","Representative","23",0,"Derek Marshall","Jay Obernolte",1,1,0,1,0,351042,289701,0,1,0,0,0,0.547867085555363,-9.82664383400971
"184","California","CA","Representative","24",0,"Salud Carbajal","Brad Allen",1,1,1,0,0,453076,8000,0,1,0,0,0,0.982649281246476,29.0617740357613
"185","California","CA","Representative","25",0,"Raul Ruiz","Brian E. Hawkins",1,1,1,0,0,391028,113955,0,1,0,0,0,0.774338938142472,15.3077650979638
"186","California","CA","Representative","26",0,"Julia Brownley","Matt Jacobs",0,1,1,0,0,628126,974432,0,0,1,0,0,0.39195211655366,19.9763206021333
"187","California","CA","Representative","27",0,"Christy Smith","Mike Garcia",0,1,0,1,1,1801428,2022120,0,0,1,0,0,0.471140417225049,12.3629375525473
"188","California","CA","Representative","28",0,"Judy Chu","Wes Hallman",0,1,1,0,0,692097,45872,0,0,1,0,0,0.937840207379985,33.8773106883177
"189","California","CA","Representative","31",0,"Grace F. Napolitano","Daniel Bocic Martinez",0,1,1,0,0,29750,0,0,0,1,0,0,1,31.0342244944479
"190","California","CA","Representative","32",0,"Brad Sherman","Lucie Lapointe Volotzky",1,0,1,0,0,459930,25640,0,0,0,1,0,0.947196078835183,40.7320128556613
"191","California","CA","Representative","33",0,"Pete Aguilar","John Mark Porter",1,1,1,0,0,615949,3432,0,1,0,0,0,0.994458984050205,25.3418747166279
"192","California","CA","Representative","35",0,"Norma J. Torres","Mike Cargile",0,1,1,0,1,110977,21015,0,0,1,0,0,0.840785805200315,27.9628229156391
"193","California","CA","Representative","36",0,"Ted W. Lieu","Joe E. Collins III",1,1,1,0,1,348391,258445,0,1,0,0,0,0.574110632856324,44.1225622779175
"194","California","CA","Representative","38",0,"Linda T. Sánchez","Eric J. Ching",0,1,1,0,1,199242,91414,0,0,1,0,0,0.6854907519542,30.1946174902072
"195","California","CA","Representative","39",0,"Mark Takano","Aja Smith",1,0,1,0,1,272230,8921,0,0,0,1,0,0.968269719830269,26.1300806303487
"196","California","CA","Representative","40",0,"Asif Mahmood","Young Kim",1,0,0,1,0,883344,3804953,0,0,0,1,0,0.188414684479247,1.86956603649174
"197","California","CA","Representative","41",0,"Will Rollins","Ken Calvert",1,1,0,1,1,1724563,984432,0,1,0,0,0,0.636606195286444,-1.09314686225861
"198","California","CA","Representative","42",0,"Robert Garcia","John Briscoe",1,1,0,0,1,282463,14675,1,1,0,0,0,0.95061217346822,45.8255311798238
"199","California","CA","Representative","43",0,"Maxine Waters","Omar Navarro",0,1,1,0,1,292754,1995,0,0,1,0,0,0.99323152919942,63.7825438103963
"200","California","CA","Representative","44",0,"Nanette Diaz Barragan","Paul Jones",0,1,1,0,0,143013,0,0,0,1,0,0,1,48.2063959245273
"201","California","CA","Representative","45",0,"Jay F. Chen","Michelle Steel",1,0,0,1,0,1735483,1344402,0,0,0,1,0,0.563489545875901,6.18405725678188
"202","California","CA","Representative","46",0,"Lou Correa","Christopher J. Gonzales",1,1,1,0,0,189441,24688,0,1,0,0,0,0.884705014267101,30.4064713584804
"203","California","CA","Representative","47",0,"Katie Porter","Scott Baugh",0,1,1,0,0,5756969,867953,0,0,1,0,0,0.868986683918694,11.0789357222707
"204","California","CA","Representative","48",0,"Stephen Houlahan","Darrell Issa",1,1,0,1,1,27932,366679,0,1,0,0,0,0.0707836324887041,-12.3301787645785
"205","California","CA","Representative","49",0,"Mike Levin","Brian Maryott",1,1,1,0,0,1649266,2114405,0,1,0,0,0,0.438206740174686,11.4093843827174
"206","California","CA","Representative","50",0,"Scott Peters","Corey Gustafson",1,1,1,0,0,250964,28307,0,1,0,0,0,0.8986396725761,33.0987873792097
"207","California","CA","Representative","51",0,"Sara Jacobs","Stan Caplan",0,1,1,0,0,512079,56008,0,0,1,0,0,0.901409467211888,27.2918893323412
"208","California","CA","Representative","52",0,"Juan Vargas","Tyler Geffeney",1,1,1,0,0,99000,8180,0,1,0,0,0,0.923679791005785,36.8623335738178
"209","Virginia","VA","Representative","6",0,"Jennifer Lewis","Ben L. Cline",0,1,0,1,1,74584,240663,0,0,1,0,0,0.236589087287111,-22.0985320953737
"210","Maine","ME","Representative","1",0,"Chellie Pingree","Edwin Thelander",0,1,1,0,0,116562,122716,0,0,1,0,0,0.487140480946848,22.8053534937894
"211","Maine","ME","Representative","2",0,"Jared Golden","Bruce Poliquin",1,1,1,0,0,2180885,1305743,0,1,0,0,0,0.625499766536608,-6.11325214531628
"212","Nevada","NV","Senator","0",0,"Catherine Cortez Masto","Adam Paul Laxalt",0,1,1,0,1,22810659,7761263,0,0,1,0,0,0.746131008707925,2.39053463272462
"213","Nevada","NV","Representative","1",0,"Dina Titus","Mark Robertson",0,1,1,0,0,963115,416484,0,0,1,0,0,0.698112277553115,8.52569518535192
"214","Nevada","NV","Representative","2",0,"Elizabeth Mercedes Krause","Mark E. Amodei",0,1,0,1,0,26170,363300,0,0,1,0,0,0.0671938788610163,-11.0173244173781
"215","Nevada","NV","Representative","3",0,"Susie Lee","April Becker",0,0,1,0,1,1937755,842903,0,0,0,0,1,0.696869230232556,6.64086708625414
"216","Nevada","NV","Representative","4",0,"Steven A. Horsford","Sam Peters",1,1,1,0,1,1154458,801184,0,1,0,0,0,0.590321746004637,8.26596380872223
"217","South Carolina","SC","Senator","0",0,"Krystle Matthews","Tim Scott",0,1,0,1,0,27747,11646458,0,0,1,0,0,0.00237677854723298,-11.6802058146785
"218","South Carolina","SC","Representative","1",0,"Annie Andrews","Nancy Mace",0,0,0,1,0,884065,885471,0,0,0,0,1,0.499602720713227,-8.63706620158115
"219","South Carolina","SC","Representative","2",0,"Judd Larkins","Joe Wilson",1,1,0,1,1,35499,194140,0,1,0,0,0,0.15458611124417,-10.5903668372971
"220","South Carolina","SC","Representative","5",0,"Evangeline Hundley","Ralph Norman",0,1,0,1,1,0,274252,0,0,1,0,0,0,-18.171669357266
"221","South Carolina","SC","Representative","6",0,"James E. ""Jim"" Clyburn","Duke Buckner",1,1,1,0,0,680567,73891,0,1,0,0,0,0.902060817169412,32.114444721915
"222","South Carolina","SC","Representative","7",0,"Daryl W. Scott","Russell Fry",1,1,0,0,1,0,585576,1,1,0,0,0,0,-18.6578788713721
"223","North Dakota","ND","Senator","0",0,"Katrina Christiansen","John Hoeven",0,1,0,1,0,42645,551723,0,0,1,0,0,0.071748479056746,-33.3428170508033
"224","North Dakota","ND","Representative","0",0,"Mark Haugen","Kelly Armstrong",1,1,0,1,0,2050,470336,0,1,0,0,0,0.00433967137044705,-33.3428170508033
"225","Virginia","VA","Representative","1",0,"Herbert C. ""Herb"" Jones Jr.","Rob J. Wittman",1,1,0,1,0,143691,454349,0,1,0,0,0,0.24026988161327,-6.66169336563087
"226","Virginia","VA","Representative","2",0,"Elaine G. Luria","Jen A. Kiggans",0,0,1,0,0,3884074,1246380,0,0,0,0,1,0.7570624354102,2.04705783377583
"227","Virginia","VA","Representative","3",0,"Robert C. ""Bobby"" Scott","Terry T. Namkung",1,1,1,0,0,64665,45827,0,1,0,0,0,0.585245990659957,38.06124648921
"228","Virginia","VA","Representative","4",0,"A. Donald McEachin","Leon Benjamin Sr.",1,1,1,0,1,160280,116059,0,1,0,0,0,0.580012231353519,35.7154629242257
"229","Virginia","VA","Representative","5",0,"Joshua M. Throneburg","Bob Good",1,1,0,1,1,508170,313437,0,1,0,0,0,0.618507388568987,-8.24054782311066
"230","Virginia","VA","Representative","7",0,"Abigail A. Spanberger","Yesli I. Vega",0,0,1,0,0,2840533,1302530,0,0,0,0,1,0.685611828736372,6.72956264757251
"231","Virginia","VA","Representative","8",0,"Donald S. Beyer Jr.","Karina Lipsman",1,0,1,0,0,388677,113053,0,0,0,1,0,0.77467362924282,55.6157672786041
"232","Virginia","VA","Representative","10",0,"Jennifer T. Wexton","Hung Cao",0,1,1,0,0,896044,1547619,0,0,1,0,0,0.366680675690551,17.9974808032362
"233","Virginia","VA","Representative","11",0,"Gerald E. ""Gerry"" Connolly","Jim Myles",1,1,1,0,0,209940,131054,0,1,0,0,0,0.615670656961706,40.9981840986952
"234","Colorado","CO","Senator","0",0,"Michael Bennet","Joe O'Dea",1,1,1,0,0,6329604,2843775,0,1,0,0,0,0.689997001105045,13.5016180633593
"235","Colorado","CO","Representative","1",0,"Diana DeGette","Jennifer Qualteri",0,0,1,0,1,160222,0,0,0,0,0,1,1,61.2940409585004
"236","Colorado","CO","Representative","2",0,"Joe Neguse","Marshall Dawson",1,1,1,0,0,477312,15947,0,1,0,0,0,0.967670128674794,39.8927597113658
"237","Colorado","CO","Representative","3",0,"Adam Frisch","Lauren Boebert",1,0,0,1,1,1781585,1376971,0,0,0,1,0,0.564050471164671,-8.25348373931463
"238","Colorado","CO","Representative","4",0,"Ike McCorkle","Ken Buck",1,1,0,1,0,64705,340796,0,1,0,0,0,0.159568040522711,-18.550336602497
"239","Colorado","CO","Representative","5",0,"David Torres","Doug Lamborn",1,1,0,1,1,10250,113877,0,1,0,0,0,0.0825767157830287,-10.1070581241532
"240","Colorado","CO","Representative","6",0,"Jason Crow","Steven Monahan",1,1,1,0,0,708437,159464,0,1,0,0,0,0.816264758307687,23.7896722520264
"241","Colorado","CO","Representative","7",0,"Brittany Pettersen","Erik Aadland",0,1,0,0,0,1072791,717524,1,0,1,0,0,0.599219131828756,14.1729526857918
"242","Colorado","CO","Representative","8",0,"Yadira Caraveo","Barbara Kirkmeyer",0,0,0,0,0,1506138,516570,1,0,0,0,1,0.74461464531707,4.54598605012833
"243","Illinois","IL","Senator","0",0,"Tammy Duckworth","Kathy Salvi",0,0,1,0,0,2697011,371613,0,0,0,0,1,0.878899141765169,16.9890533390747
"244","Illinois","IL","Representative","1",0,"Jonathan L. Jackson","Eric Carlson",1,1,0,0,0,120804,2744,1,1,0,0,0,0.977790008741542,42.3704240666908
"245","Illinois","IL","Representative","2",0,"Robin Kelly","Thomas Lynch",0,1,1,0,0,236740,0,0,0,1,0,0,1,40.0008367375602
"246","Illinois","IL","Representative","3",0,"Delia Ramirez","Justin Burau",0,1,0,0,0,80770,9360,1,0,1,0,0,0.896150005547542,41.4333356842752
"247","Illinois","IL","Representative","4",0,"Jesus ""Chuy"" Garcia","James Falakos",1,1,1,0,0,125770,0,0,1,0,0,0,1,46.3939533810293
"248","Illinois","IL","Representative","5",0,"Mike Quigley","Tommy Hanson",1,1,1,0,0,144425,0,0,1,0,0,0,1,39.7622215865988
"249","Illinois","IL","Representative","6",0,"Sean Casten","Keith Pekau",1,1,1,0,0,1877777,597994,0,1,0,0,0,0.758461505526965,10.8765288660495
"250","Illinois","IL","Representative","8",0,"Raja Krishnamoorthi","Chris Dargis",1,1,1,0,0,2611102,100026,0,1,0,0,0,0.963105393769678,15.4107854216062
"251","Illinois","IL","Representative","9",0,"Janice D. Schakowsky","Maxwell ""Max"" Rice",0,1,1,0,0,221542,6251,0,0,1,0,0,0.972558419266615,41.3572602379544
"252","Illinois","IL","Representative","10",0,"Brad Schneider","Joseph Severino",1,1,1,0,0,952586,20450,0,1,0,0,0,0.978983305859187,25.8639694510525
"253","Illinois","IL","Representative","11",0,"Bill Foster","Catalina Lauf",1,0,1,0,0,952590,739100,0,0,0,1,0,0.56309962227122,15.300068086762
"254","Illinois","IL","Representative","12",0,"Homer ""Chip"" Markel","Mike Bost",1,1,0,1,1,15854,261712,0,1,0,0,0,0.0571179467225813,-42.7773560492822
"255","Illinois","IL","Representative","13",0,"Nikki Budzinski","Regan Deering",0,0,0,0,0,1568153,415359,1,0,0,0,1,0.790594158240535,11.2151720256025
"256","Illinois","IL","Representative","14",0,"Lauren Underwood","Scott R. Gryder",0,1,1,0,0,2108627,279158,0,0,1,0,0,0.883089139097532,11.4611267734764
"257","Illinois","IL","Representative","15",0,"Paul J. Lange","Mary Miller",1,0,0,1,1,13743,326877,0,0,0,1,0,0.0403470142680993,-38.7448022581722
"258","Illinois","IL","Representative","17",0,"Eric Sorensen","Esther Joy King",1,0,0,0,0,1504470,1792583,1,0,0,1,0,0.456307496421805,7.78732513265799
"259","New York","NY","Senator","0",0,"Charles E. Schumer","Joe Pinion",1,1,1,0,0,9686598,122651,0,1,0,0,0,0.987496392435343,23.0865453086234
"260","Oklahoma","OK","Senator","0",0,"Madison Horn","James Lankford",0,1,0,1,0,166160,1457892,0,0,1,0,0,0.102311994936123,-33.0870975120763
"261","Oklahoma","OK","Senator","0",1,"Kendra Horn","Markwayne Mullin",0,1,0,0,1,914494,1448206,1,0,1,0,0,0.387054640876963,-33.0870975120763
"262","Oklahoma","OK","Representative","1",0,"Adam Martin","Kevin Hern",1,1,0,1,1,13575,256917,0,1,0,0,0,0.0501863271372166,-21.3537017036764
"263","Oklahoma","OK","Representative","2",0,"Naomi Andrews","Josh Brecheen",0,1,0,0,0,75,338293,1,0,1,0,0,0.000221652165689427,-53.3766488241679
"264","Oklahoma","OK","Representative","3",0,"Jeremiah A. Ross","Frank D. Lucas",1,1,0,1,1,0,121697,0,1,0,0,0,0,-42.7999096965158
"265","Oklahoma","OK","Representative","4",0,"Mary Brannon","Tom Cole",0,1,0,1,1,0,678682,0,0,1,0,0,0,-30.9080596421853
"266","Oklahoma","OK","Representative","5",0,"Joshua Harris-Till","Stephanie Bice",1,0,0,1,1,28411,439136,0,0,0,1,0,0.0607660834097962,-18.4549094282506
"267","Utah","UT","Representative","1",0,"Rick Edwin Jones","Blake D. Moore",1,1,0,1,0,0,330801,0,1,0,0,0,0,-19.3435596067466
"268","Utah","UT","Representative","2",0,"Nick Mitchell","Chris Stewart",1,1,0,1,1,12135,196434,0,1,0,0,0,0.058182184313105,-16.919243606433
"269","Utah","UT","Representative","3",0,"Glenn J. Wright","John Curtis",1,1,0,1,0,3000,485200,0,1,0,0,0,0.00614502253174928,-19.2173107925031
"270","Utah","UT","Representative","4",0,"Darlene McDonald","Burgess Owens",0,1,0,1,1,20495,971486,0,0,1,0,0,0.0206606779766951,-25.6020355451018
"271","Maryland","MD","Senator","0",0,"Chris Van Hollen","Chris Chaffee",1,1,1,0,1,1394269,0,0,1,0,0,0,1,33.210493943421
"272","Maryland","MD","Representative","1",0,"Heather R. Mizeur","Andy Harris",0,1,0,1,1,1051855,359550,0,0,1,0,0,0.74525384280203,-14.4500284582874
"273","Maryland","MD","Representative","2",0,"C.A. Dutch Ruppersberger","Nicolee Ambrose",1,0,1,0,0,178695,299054,0,0,0,1,0,0.374035319801821,20.6614274697621
"274","Maryland","MD","Representative","3",0,"John Sarbanes","Yuripzy Morgan",1,0,1,0,0,34930,350585,0,0,0,1,0,0.0906060723966642,25.2946900661045
"275","Maryland","MD","Representative","4",0,"Glenn F. Ivey","Jeff Warner",1,1,0,0,0,448081,16249,1,1,0,0,0,0.965005491783861,80.6024274475668
"276","Maryland","MD","Representative","5",0,"Steny Hoyer","Chris Palombi",1,1,1,0,0,674164,15595,0,1,0,0,0,0.977390653837065,36.2622971154855
"277","Maryland","MD","Representative","6",0,"David J. Trone","Neil C. Parrott",1,1,1,0,0,309602,468970,0,1,0,0,0,0.397653653098236,9.77049916832022
"278","Maryland","MD","Representative","7",0,"Kweisi Mfume","Scott M. Collier",1,1,1,0,1,133881,0,0,1,0,0,0,1,63.1617842301085
"279","Maryland","MD","Representative","8",0,"Jamie Raskin","Gregory Thomas Coll",1,1,1,0,0,1030489,11800,0,1,0,0,0,0.98867876375938,62.0854893641334
"280","Arizona","AZ","Senator","0",0,"Mark Kelly","Blake Masters",1,1,1,0,1,29590633,6335067,0,1,0,0,0,0.823661974575304,0.308894884757421
"281","Arizona","AZ","Representative","1",0,"Jevin D. Hodge","David Schweikert",1,1,0,1,1,1141123,530960,0,1,0,0,0,0.682455954638615,1.47564154099508
"282","Arizona","AZ","Representative","2",0,"Tom O'Halleran","Eli Crane",1,1,1,0,1,1234394,1224809,0,1,0,0,0,0.501948802111904,-7.88010117295547
"283","Arizona","AZ","Representative","3",0,"Ruben Gallego","Jeff Zink",1,1,1,0,1,366368,17963,0,1,0,0,0,0.953261641657842,50.6243247011258
